fallback,Hari ini panas banget ya, bikin gerah.  
fallback,Kok mendung terus sih, kayaknya bakal hujan.  
fallback,Anginnya kenceng banget hari ini, pohon pada goyang.  
fallback,Semoga besok cerah, pengen jalan-jalan.  
fallback,Aku suka hujan, tapi males kalo banjir.  
fallback,Kamu suka main game apa di waktu luang?  
fallback,Aku lagi nyoba melukis, ternyata seru.  
fallback,Olahraga apa yang paling kamu suka?  
fallback,Film horor bikin jantungan, tapi nagih.  
fallback,Musik apa yang enak buat santai?  
fallback,Udah nonton film baru yang lagi hits belum?  
fallback,Liburan ke pantai emang paling asyik.  
fallback,Makanan pedas sih enak, tapi perutku sensitif.  
fallback,Teknologi sekarang canggih banget ya.  
fallback,Kamu lebih suka bangun pagi atau malam?  
fallback,Warna favoritku biru, adem di mata.  
fallback,Kamu pelihara hewan apa di rumah?  
fallback,Buku sejarah lagi seru nih buat dibaca.  
fallback,Lebih suka kopi apa teh?  
fallback,Pengen banget belajar bahasa asing, seru kayaknya.  
fallback,Liburan tahun ini mau ke mana?  
fallback,Drama Korea emang bikin baper.  
fallback,Pernah coba masak rendang? Susah tapi worth it.  
fallback,Lagi coba diet, tapi godaan banyak banget.  
fallback,Podcast apa yang seru buat didengerin?  
fallback,Pengen punya kamera canggih buat hunting foto.  
fallback,Kamu tim Android apa iPhone?  
fallback,Lagu-lagu indie emang beda vibes-nya.  
fallback,Punya koleksi apa yang unik di rumah?  
fallback,Lagi belajar coding, pusing tapi asyik.  
fallback,Anime apa yang lagi kamu ikutin?  
fallback,Pengen bikin taman kecil di balkon.  
fallback,Pernah coba main golf? Kayaknya elit.  
fallback,Es krim coklat emang nggak pernah salah.  
fallback,Kamu punya berapa saudara?  
fallback,Serial detektif emang bikin penasaran.  
fallback,Bunga apa yang paling cantik menurutmu?  
fallback,Pengen belajar dansa, kayanya seru banget.  
fallback,Pernah main piano nggak?  
fallback,Pantai yang sepi tuh bikin hati tenang.  
fallback,Hobi fotografi emang nguras dompet ya.  
fallback,Lagi coba bikin kue, gagal mulu.  
fallback,Film aksi tuh bikin adrenalin naik.  
fallback,Pengen ke gunung, udaranya seger banget.  
fallback,Pernah main bulu tangkis sama temen?  
fallback,Lagu pop emang easy listening banget.  
fallback,Koleksi buku di rumah udah numpuk nih.  
fallback,Lagi bikin website, ribet tapi puas.  
fallback,Drama romantis emang bikin hati bergetar.  
fallback,Liburan ke Jepang kayanya seru banget.  
fallback,Pernah coba bikin sushi sendiri?  
fallback,Es teh manis emang penutup hari yang pas.  
fallback,Hewan apa yang lucu buat dipelihara?  
fallback,Novel fantasi emang bikin imajinasi liar.  
fallback,Kopi susu apa kopi hitam yang lebih enak?  
fallback,Bahasa Mandarin kayanya susah banget dipelajari.  
fallback,Liburan ke luar negeri masuk wishlist nggak?  
fallback,Drama Korea komedi emang bikin ngakak.  
fallback,Steak buatan sendiri rasanya gimana ya?  
fallback,Diet keto susah banget dilupain cemilan.  
fallback,Podcast teknologi lagi booming nih.  
fallback,Kamera mirrorless emang cakep buat vlog.  
fallback,Kamu pake Samsung apa iPhone?  
fallback,Lagu rock bikin semangat banget.  
fallback,Koleksi action figure tuh mahal ya.  
fallback,Belajar Python seru tapi bikin otak panas.  
fallback,Anime shonen emang penuh aksi.  
fallback,Pengen punya kebun kecil di halaman.  
fallback,Pernah main tenis apa belum?  
fallback,Es krim vanila simpel tapi enak.  
